This file was created by CMPT_ME_BEME_OP_INV_RETS using the 202407 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year. 
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
193812,      5,      2,     13,     40,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193901,      5,      2,     13,     40,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193902,      5,      2,     13,     40,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193903,      5,      2,     13,     40,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193904,      5,      2,     13,     40,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193905,      5,      2,     13,     39,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193906,      5,      2,     13,     39,     66,     11,     29,     36,     36,     27,     27,     27,     36,     27,     20,     34,     41,     33,     21,     15,     61,     40,     20,     15,      8
193907,      6,      8,     17,     27,     78,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
193908,      6,      8,     17,     27,     78,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
193909,      6,      8,     17,     27,     76,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
193910,      6,      8,     17,     27,     75,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
193911,      6,      8,     17,     27,     74,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
193912,      6,      8,     17,     27,     74,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194001,      6,      8,     17,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194002,      6,      8,     17,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194003,      6,      8,     17,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194004,      6,      8,     17,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194005,      6,      8,     16,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194006,      6,      8,     16,     27,     73,     11,     27,     33,     36,     30,     24,     31,     36,     39,     10,     38,     37,     30,     22,     13,     60,     37,     23,     15,      8
194007,      3,      7,     18,     35,     72,     17,     21,     36,     31,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194008,      3,      7,     18,     35,     70,     17,     21,     36,     31,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194009,      3,      7,     18,     35,     69,     17,     21,     36,     31,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194010,      3,      7,     18,     35,     69,     17,     21,     36,     31,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194011,      3,      7,     18,     35,     69,     17,     21,     36,     31,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194012,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194101,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194102,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194103,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194104,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194105,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194106,      3,      7,     18,     35,     67,     17,     21,     36,     30,     32,     20,     35,     40,     33,     14,     41,     32,     30,     23,     14,     59,     44,     16,     17,      8
194107,      5,      8,     20,     25,     77,     11,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194108,      5,      8,     20,     25,     77,     11,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194109,      5,      8,     20,     25,     77,     11,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194110,      5,      8,     20,     25,     77,     11,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194111,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194112,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194201,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194202,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194203,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194204,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194205,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194206,      5,      8,     20,     25,     77,     10,     26,     33,     42,     32,     34,     34,     33,     32,     16,     41,     35,     31,     26,     13,     53,     41,     28,     19,      6
194207,      5,      8,     19,     24,     83,     10,     28,     35,     37,     32,     29,     31,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194208,      5,      8,     19,     24,     83,     10,     28,     35,     37,     32,     29,     31,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194209,      5,      8,     19,     24,     83,     10,     28,     35,     37,     32,     29,     31,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194210,      5,      8,     19,     24,     83,     10,     28,     35,     37,     32,     29,     30,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194211,      5,      8,     19,     24,     83,     10,     28,     35,     37,     32,     29,     30,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194212,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     29,     30,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194301,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     29,     30,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194302,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     29,     29,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194303,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     29,     29,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194304,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     28,     29,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
194305,      5,      8,     19,     24,     82,     10,     28,     35,     37,     32,     28,     29,     32,     40,     15,     45,     35,     34,     23,      9,     56,     43,     26,     19,      6
